international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_eve_minutes,total_night_minutes,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
-6,-6,-6,0.151920341,-3.248281551,1.452151899,1.14,-2.4,-4.666666667,0
-6,-6,-6,-0.12802276,1.390706626,-0.613670886,-1.56,-5.4,-6,0
-6,6,0.230769231,1.906685633,1.367610668,0.440506329,-0.66,-3.6,-4.666666667,0
-6,6,0.692307692,-4.562731152,0.047841628,-1.178734177,0,-5.4,-6,0
-6,-6,-6,-1.33655761,-3.340665384,0.127594937,-0.06,-3.6,-6,0
-6,-6,-6,-0.687908962,1.921913665,1.01164557,0.48,-3.6,-2,0
-6,-6,-6,2.009103841,0.62194116,-0.802025316,-1.14,-4.8,-6,0
-6,-6,-6,-2.056899004,1.463293924,-0.558987342,2.16,-3.6,-6,0
-6,6,3.692307692,-0.571834993,-1.832829255,0.282531646,-1.56,-4.2,-3.333333333,0
-6,-6,-6,3.784352774,-2.667583173,0.063797468,1.92,-3.6,-4.666666667,0
-6,-6,-6,-0.042674253,1.677756393,-2.916455696,1.44,-3.6,-4.666666667,0
-6,-6,-6,0.209957326,1.704151773,-0.088101266,-1.14,-0.6,-4.666666667,0
-6,-6,-6,0.575248933,1.367610668,-0.318987342,-3.48,-4.8,-4.666666667,0
-6,-6,-6,2.022759602,2.819356613,0.747341772,-2.82,-3.6,-2,1
-6,-6,-6,0.411379801,2.116579599,-0.656202532,0.3,-1.8,-6,0
-6,-6,-6,-0.295305832,-1.657959857,1.370126582,0.24,-4.8,-2,0
-6,6,-0.923076923,1.247795164,1.85262579,4.110379747,0.24,-4.8,-4.666666667,0
6,-6,-6,1.763300142,-1.169645312,0.422278481,-1.02,-3,-4.666666667,0
-6,-6,-6,-0.452347084,-0.542755018,-1.026835443,2.04,-2.4,-0.666666667,1
-6,-6,-6,-0.3943101,1.66125928,0.039493671,-2.1,-4.2,-4.666666667,0
6,-6,-6,-0.114366999,0.783612868,1.467341772,-0.54,-0.6,-4.666666667,0
-6,-6,-6,2.862588905,1.717349464,-1.728607595,1.8,-3.6,-4.666666667,0
-6,6,-3.692307692,-0.558179232,-2.997525433,0.060759494,0,-4.2,-3.333333333,0
-6,6,2.538461538,-3.627311522,1.288424526,0.637974684,1.14,-4.2,-6,0
6,-6,-6,-0.315789474,2.855650261,-2.166075949,0.12,-4.2,-2,0
-6,6,-1.153846154,-1.411664296,-1.506186417,0.549873418,-0.18,-3.6,-2,0
-6,6,-1.153846154,1.005405405,1.644762167,-0.522531646,0.36,-4.2,-3.333333333,0
-6,6,0,-1.483357041,3.020621391,-0.054683544,2.88,-1.8,-6,0
-6,-6,-6,-1.210241821,3.726697828,-1.336708861,1.02,-3.6,-3.333333333,0
-6,-6,-6,3.716073969,-1.321418752,-2.129620253,1.56,-3,-6,0
-6,6,0.692307692,0.462588905,1.301622216,3.89164557,2.28,-4.2,-4.666666667,0
-6,-6,-6,0.302133713,0.390981578,2.612658228,-2.46,-4.2,-4.666666667,0
-6,-6,-6,-0.483072546,1.387407204,1.309367089,-1.92,-4.8,-6,0
-6,6,-1.384615385,3.166429587,-1.75034369,-1.552405063,1.62,-2.4,-4.666666667,0
-6,-6,-6,0.076813656,1.707451196,-0.665316456,-2.22,-3.6,-3.333333333,0
-6,-6,-6,1.360455192,-0.338190817,-2.646075949,0.78,-2.4,-4.666666667,0
-6,-6,-6,2.66799431,0.077536431,-0.704810127,-5.76,-1.8,-4.666666667,0
-6,6,-0.923076923,0.240682788,1.565576024,3.533164557,0.78,-4.8,-4.666666667,0
-6,-6,-6,-1.903271693,1.047566676,3.505822785,-1.5,-2.4,-4.666666667,0
-6,-6,-6,-1.264864865,3.248281551,0.279493671,0.24,-3.6,-4.666666667,0
-6,-6,-6,0.452347084,-0.087434699,-0.325063291,0.66,-2.4,-6,0
-6,-6,-6,-1.404836415,-0.222711026,0.109367089,-0.66,-4.2,-6,0
-6,-6,-6,0.192887624,-1.189441848,0.085063291,-1.26,-4.2,-6,0
-6,6,-0.692307692,0.643527738,0.592246357,-0.24,0.06,-1.8,-0.666666667,0
-6,6,3,3.152773826,1.146549354,4.933670886,0.84,-3.6,-6,0
-6,-6,-6,1.005405405,0.625240583,1.62835443,0.72,-5.4,-4.666666667,0
-6,-6,-6,4.337411095,0.262304097,0.528607595,0.54,-3.6,-3.333333333,1
-6,-6,-6,1.278520626,1.390706626,-1.813670886,1.5,-3,-4.666666667,0
-6,-6,-6,0.554765292,-1.367610668,-0.224810127,-1.44,-3,-3.333333333,0
-6,-6,-6,-2.316358464,-0.493263679,0.334177215,-0.18,-4.2,-4.666666667,0
-6,-6,-6,0.203129445,1.136651086,3.657721519,1.44,-2.4,-4.666666667,0
-6,-6,-6,0.547937411,-1.093758592,1.133164557,5.58,-3.6,-4.666666667,0
-6,6,-1.153846154,0.151920341,-0.466868298,0.170126582,2.76,-3,-3.333333333,0
-6,-6,-6,1.343385491,2.228759967,1.591898734,0.48,-1.2,-3.333333333,0
6,6,2.769230769,2.009103841,1.09045917,-0.024303797,-1.2,-4.8,-4.666666667,1
-6,6,3.923076923,-0.599146515,1.034368985,-0.215696203,-0.9,-4.8,-3.333333333,0
-6,-6,-6,0.971266003,0.232609293,1.023797468,-2.1,-2.4,-4.666666667,0
-6,-6,-6,1.572119488,-2.430024746,0.29164557,1.26,-4.2,-3.333333333,0
-6,6,-2.769230769,0.247510669,0.169920264,-0.498227848,0.12,-4.2,-4.666666667,0
-6,-6,-6,1.561877667,-2.387132252,-1.910886076,0.96,-3.6,-4.666666667,0
-6,-6,-6,1.787197724,-0.183117954,0.820253165,-1.5,-5.4,-6,0
6,-6,-6,0.749359886,0.229309871,1.734683544,5.52,-3.6,-2,1
-6,6,-1.153846154,-1.387766714,1.865823481,2.700759494,0.6,-0.6,-0.666666667,0
-6,6,2.076923077,2.13541963,2.515809733,-0.078987342,1.86,-3.6,0.666666667,0
-6,6,0.461538462,0.698150782,0.427275227,1.382278481,0.3,0,-6,0
-6,6,-1.384615385,1.029302987,3.845477042,-1.683037975,1.38,-4.2,-0.666666667,0
-6,-6,-6,-0.056330014,-0.239208139,-0.449620253,-0.42,-3.6,-2,0
-6,-6,-6,-0.722048364,-1.139950509,-1.962531646,-1.86,-3,-6,0
6,6,-1.384615385,0.356756757,-1.205938961,-1.661772152,0.54,-3.6,-2,0
-6,-6,-6,0.011948791,-0.654935386,-1.111898734,1.14,-3.6,-4.666666667,0
-6,-6,-6,-0.653769559,0.371185043,-0.537721519,1.56,-5.4,-4.666666667,0
-6,6,-1.615384615,-0.435277383,1.865823481,-0.780759494,0.78,-4.2,-2,0
-6,-6,-6,-2.463157895,1.869122903,-0.322025316,0.6,-3.6,-3.333333333,0
-6,-6,-6,-0.466002845,1.17954358,2.023291139,-1.38,-5.4,-6,0
-6,-6,-6,-0.906401138,0.948583998,2.825316456,-0.36,-4.2,-0.666666667,0
-6,-6,-6,0.3943101,-0.156722574,2.178227848,-0.3,-4.2,-2,0
-6,-6,-6,1.592603129,3.446246907,3.138227848,-0.06,-4.2,-3.333333333,1
-6,-6,-6,-3.176671408,-0.803409403,0.255189873,0.36,-3.6,-6,1
-6,6,-0.461538462,1.346799431,-1.608468518,0.230886076,0.54,-1.8,-6,0
6,6,-1.846153846,-1.32972973,0.60874347,0.04556962,-1.2,-3.6,-2,0
-6,-6,-6,-0.26458037,0.295298323,-0.018227848,-1.74,-3.6,-6,0
-6,6,-3.230769231,-3.86970128,1.8394281,-0.124556962,-1.32,-4.8,-6,0
-6,6,3.461538462,1.715504979,-1.057464944,-0.38278481,0.9,-4.8,-3.333333333,0
-6,-6,-6,-4.217923186,-1.75034369,-1.695189873,-0.36,1.2,-4.666666667,0
-6,-6,-6,1.022475107,1.304921639,0.264303797,2.52,-3,-3.333333333,0
-6,6,-1.384615385,0.308961593,0.433874072,-2.047594937,0.96,-4.2,-4.666666667,0
-6,-6,-6,0.592318634,0.810008249,0.558987342,0.66,-4.8,-4.666666667,0
-6,-6,-6,1.794025605,-1.318119329,2.16,-0.18,-4.2,-3.333333333,0
6,6,3.461538462,1.698435277,1.565576024,-1.929113924,0.96,0,-3.333333333,0
-6,-6,-6,1.353627312,-1.440197965,1.203037975,1.5,-3,-4.666666667,0
-6,-6,-6,-0.418207681,0.173219687,-0.558987342,0.18,-5.4,-3.333333333,0
-6,6,-0.923076923,2.353911807,0.701127303,0.744303797,-1.56,-2.4,-6,0
-6,-6,-6,1.398008535,-0.961781688,-0.495189873,0.96,-2.4,-4.666666667,0
-6,6,-2.538461538,0.718634424,-0.275501787,2.345316456,2.76,-3,-4.666666667,0
-6,-6,-6,0.735704125,0.678031345,2.825316456,3.18,-1.8,-4.666666667,0
-6,6,-0.692307692,1.124893314,1.700852351,-2.694683544,-0.54,-3,-4.666666667,0
-6,-6,-6,-0.250924609,0.186417377,0.212658228,-0.12,-4.2,-4.666666667,0
-6,-6,-6,-1.582361309,2.291448996,-1.227341772,0.24,-4.2,-4.666666667,0
6,-6,-6,2.906970128,-0.958482266,0.458734177,0.66,-3.6,-4.666666667,0
-6,-6,-6,3.145945946,-1.202639538,2.30278481,2.94,-5.4,-2,1
-6,-6,-6,-0.104125178,5.350013748,3.162531646,-2.7,-3.6,-6,0
6,-6,-6,-0.568421053,1.912015397,1.564556962,-0.9,-3,-6,0
-6,-6,-6,-0.305547653,1.007973605,-0.085063291,1.44,-0.6,-3.333333333,0
-6,6,-2.076923077,-1.025889047,0.694528458,0.452658228,-0.3,-3,-4.666666667,0
-6,-6,-6,-1.582361309,0.565850976,-1.673924051,1.38,-3.6,-4.666666667,0
-6,-6,-6,-0.145092461,2.611492989,3.988860759,0.12,-5.4,-6,0
-6,-6,-6,0.165576102,1.146549354,-2.93164557,0.36,-2.4,-0.666666667,1
-6,6,1.615384615,1.705263158,1.387407204,-0.145822785,0.72,-3,-2,0
-6,-6,-6,-0.749359886,4.043442398,-0.379746835,-0.96,-3,-4.666666667,0
-6,-6,-6,0.039260313,3.050316195,-2.49721519,0.6,-4.8,-4.666666667,0
-6,-6,-6,2.551920341,-1.17954358,-1.01164557,-0.96,-4.2,-4.666666667,0
-6,-6,-6,3.654623044,2.126477866,1.789367089,0.18,-5.4,-2,1
-6,-6,-6,-1.131721195,3.46274402,0.750379747,2.88,-4.2,-6,0
-6,-6,-6,3.425889047,-1.925213088,1.956455696,1.14,-3,-4.666666667,0
-6,-6,-6,-0.732290185,2.654385483,1.14835443,2.34,-3.6,-6,0
6,6,2.076923077,0.179231863,1.341215287,0.616708861,0.66,-4.2,-4.666666667,0
-6,-6,-6,-2.309530583,-1.153148199,0.003037975,-0.6,-1.8,-4.666666667,0
-6,6,1.153846154,2.606543385,1.11685455,-1.877468354,-2.94,-3.6,-3.333333333,0
-6,-6,-6,-0.53428165,0.885894968,0.066835443,-1.44,1.2,0.666666667,1
-6,-6,-6,1.428733997,-0.410778114,1.561518987,1.62,-4.2,-6,0
-6,6,-0.923076923,0.769843528,-0.813307671,-0.504303797,0.66,-3.6,-3.333333333,0
-6,6,1.384615385,0.496728307,3.205389057,-1.935189873,-0.96,-4.2,-3.333333333,0
-6,6,-0.692307692,0.305547653,-0.45697003,-0.650126582,-0.78,-3,-4.666666667,0
6,-6,-6,-0.558179232,2.885345065,-0.537721519,2.22,-4.8,-3.333333333,1
-6,6,-2.307692308,-1.72916074,2.136376134,1.151392405,1.26,-4.8,-6,0
-6,-6,-6,0.189473684,0.615342315,0.893164557,0.54,-4.8,-4.666666667,0
6,-6,-6,-2.592887624,2.367335716,-2.582278481,-1.5,-2.4,-6,0
-6,-6,-6,2.698719772,-0.935386307,0.610632911,-0.6,-3.6,-4.666666667,0
-6,-6,-6,2.347083926,0.803409403,3.107848101,-1.44,-5.4,0.666666667,1
-6,-6,-6,-0.274822191,-0.064338741,-0.941772152,0.54,-4.8,-4.666666667,0
-6,-6,-6,-3.285917496,-0.585647512,-2.299746835,1.02,-1.8,-3.333333333,0
-6,-6,-6,-1.459459459,0.486664834,-0.501265823,-0.06,-4.2,-0.666666667,1
-6,-6,-6,4.146230441,0.229309871,-0.261265823,1.44,-2.4,-4.666666667,1
-6,-6,-6,1.33655761,0.522958482,-1.348860759,1.14,-4.8,-3.333333333,0
-6,-6,-6,3.214224751,-4.752818257,-0.938734177,2.28,-5.4,-4.666666667,0
-6,-6,-6,-1.090753912,0.585647512,-0.598481013,-1.32,-3.6,-4.666666667,0
-6,-6,-6,-1.486770982,-0.394281001,-1.44,1.74,0.6,-2,1
-6,-6,-6,-0.442105263,-0.615342315,1.364050633,2.52,-4.8,-4.666666667,0
-6,-6,-6,6,0.823205939,2.378734177,1.14,-3.6,-4.666666667,1
-6,-6,-6,-0.339687055,-1.644762167,3.818734177,0.42,-2.4,-6,0
-6,6,-0.461538462,0.681081081,0.889194391,-0.62278481,1.02,-4.8,-3.333333333,0
-6,-6,-6,2.555334282,-4.624140775,-0.343291139,-0.18,-2.4,-3.333333333,0
-6,-6,-6,-1.155618777,-0.516359637,0.789873418,-0.48,-2.4,-4.666666667,0
-6,-6,-6,-0.247510669,0.727522684,0.048607595,-1.14,-4.8,-4.666666667,0
-6,6,-1.615384615,-1.643812233,1.760241958,-0.075949367,0.06,-4.2,-6,0
-6,-6,-6,0.732290185,-0.453670608,0.373670886,-3.48,-4.8,-4.666666667,0
-6,6,0.461538462,1.421906117,2.123178444,-2.141772152,-1.5,-1.2,-4.666666667,0
6,-6,-6,-2.681650071,2.040692879,1.139240506,0.06,-4.8,-4.666666667,1
-6,6,-0.692307692,-3.005974395,1.202639538,-0.741265823,1.38,-3.6,-4.666666667,0
-6,6,1.384615385,0.363584637,0.826505362,-1.424810127,1.26,-4.8,-4.666666667,0
-6,-6,-6,0.145092461,1.024470718,-0.461772152,1.08,0,-6,0
-6,-6,-6,1.933997155,0.301897168,0.470886076,-1.38,-3.6,-4.666666667,0
-6,-6,-6,-0.824466572,0.536156173,-0.732151899,0.96,-4.2,-2,0
-6,-6,-6,-0.121194879,1.09045917,-0.401012658,0.66,-2.4,-2,0
-6,-6,-6,2.906970128,-0.252405829,1.983797468,0.36,-3.6,-4.666666667,0
-6,-6,-6,-1.753058321,0.470167721,-0.953924051,0.12,-3.6,-3.333333333,0
-6,-6,-6,-1.671123755,-1.245532032,1.58278481,0.84,-1.2,-3.333333333,0
-6,-6,-6,-2.244665718,0.001649711,0.318987342,1.02,-4.2,-4.666666667,0
-6,-6,-6,1.889615932,0.018146824,0.902278481,-0.12,-3,-0.666666667,0
-6,-6,-6,0.39772404,-1.229034919,1.160506329,0.12,-5.4,-4.666666667,0
-6,-6,-6,-0.319203414,-3.466043442,1.901772152,0.54,-4.2,-2,0
6,-6,-6,-0.110953058,0.549353863,0.993417722,1.56,-4.2,-4.666666667,0
-6,-6,-6,-1.159032717,0.311795436,-1.941265823,0.54,-4.2,-4.666666667,0
6,6,2.076923077,-0.554765292,-1.3577124,-0.644050633,-2.76,-3.6,0.666666667,1
-6,-6,-6,1.47311522,1.836128677,-0.236962025,0.6,-2.4,-3.333333333,0
-6,-6,-6,-1.264864865,2.496013198,-0.969113924,-1.32,-5.4,-3.333333333,0
6,-6,-6,-0.602560455,4.396480616,-0.650126582,2.34,-4.8,-2,1
-6,-6,-6,-2.657752489,-0.2919989,1.96556962,-0.48,-3.6,-4.666666667,0
-6,-6,-6,-2.466571835,-0.255705252,1.540253165,1.02,-4.8,0.666666667,1
-6,-6,-6,1.042958748,1.374209513,1.117974684,-1.14,-2.4,-3.333333333,0
-6,6,-0.461538462,1.220483642,0.067638163,-0.343291139,2.1,-5.4,-2,0
-6,-6,-6,1.824751067,-0.592246357,-0.224810127,-1.56,-2.4,-2,0
-6,-6,-6,-1.73257468,3.71679956,0.249113924,0.12,-3.6,-4.666666667,1
-6,6,3.461538462,-1.176102418,-0.984877646,0.647088608,-1.14,-4.2,-2,0
-6,-6,-6,-1.937411095,-1.238933187,0.066835443,-0.72,-3,-3.333333333,0
-6,-6,-6,2.896728307,2.119879021,1.391392405,1.68,-0.6,-6,1
-6,-6,-6,-0.906401138,-2.278251306,-1.25164557,1.32,-3.6,-4.666666667,0
-6,-6,-6,-0.411379801,0.839703052,2.087088608,0.24,-4.8,-4.666666667,0
-6,-6,-6,1.613086771,1.215837228,-1.789367089,0.96,-1.2,-3.333333333,0
-6,-6,-6,0.834708393,2.868847952,-0.367594937,1.68,-4.8,-2,0
-6,-6,-6,2.487055477,0.569150399,-2.582278481,-2.1,-4.2,-3.333333333,0
-6,6,0,1.312660028,2.347539181,-1.248607595,0.18,-4.8,-3.333333333,0
-6,-6,-6,2.384637269,-0.2919989,-2.603544304,2.52,-1.8,-3.333333333,0
-6,-6,-6,2.145661451,0.707726148,-0.516455696,3.72,-1.2,-6,0
6,-6,-6,-3.06059744,1.519384108,0.859746835,-0.54,-4.2,-2,0
-6,-6,-6,-0.483072546,0.186417377,0.707848101,0.18,-1.8,-3.333333333,0
-6,-6,-6,2.80455192,1.281825681,0.847594937,4.08,-4.2,-3.333333333,1
-6,-6,-6,1.141963016,-0.54605444,-0.021265823,0.36,-1.2,-2,0
-6,6,-1.615384615,1.305832148,2.09348364,0.246075949,0.18,-4.8,-4.666666667,0
-6,6,1.615384615,2.446088193,-0.486664834,0.306835443,-1.92,-5.4,0.666666667,0
-6,6,-1.153846154,0.691322902,0.423975804,-1.418734177,-0.24,-3.6,-6,0
-6,6,1.615384615,-1.568705548,1.43359912,1.974683544,-0.84,-4.2,-4.666666667,0
-6,-6,-6,2.162731152,-0.057739896,1.87443038,2.4,-4.8,-6,0
-6,-6,-6,-1.452631579,-1.242232609,1.929113924,1.2,-4.2,-2,1
-6,-6,-6,-1.367283073,2.017596921,0.358481013,1.32,-1.2,-4.666666667,0
-6,6,1.153846154,1.20341394,1.875721749,-0.394936709,2.4,-1.2,-4.666666667,0
-6,-6,-6,-1.384352774,3.433049216,0.929620253,0,-4.8,-2,0
-6,6,0.692307692,-0.599146515,2.268353038,0.662278481,3.06,-3.6,-4.666666667,0
-6,-6,-6,-1.193172119,1.011273027,-1.695189873,-2.16,-3,-0.666666667,1
-6,-6,-6,-0.53086771,-0.727522684,1.768101266,1.74,-4.2,-4.666666667,0
-6,-6,-6,-0.752773826,-0.711025571,-0.634936709,-0.24,-1.2,-4.666666667,0
-6,-6,-6,2.111522048,-0.819906516,-1.029873418,2.52,-4.8,-3.333333333,0
-6,-6,-6,0.216785206,-0.047841628,0.270379747,-1.68,-4.8,-3.333333333,0
-6,-6,-6,0.783499289,-1.159747044,0.586329114,-0.3,-4.2,-3.333333333,0
-6,6,4.846153846,-0.841536273,-1.466593346,-0.756455696,-0.48,-1.2,-4.666666667,0
-6,6,-0.923076923,1.476529161,4.290899093,-0.015189873,-0.6,-1.2,-2,0
-6,-6,-6,0.66401138,1.572174869,-0.370632911,1.14,-4.2,-6,0
6,6,1.846153846,1.165860597,1.459994501,-2.907341772,0.84,-4.8,-3.333333333,1
-6,-6,-6,-3.210810811,2.001099808,0.191392405,1.38,-2.4,-2,0
6,6,-1.846153846,-1.537980085,0.140225461,0.221772152,1.14,-2.4,-6,0
-6,-6,-6,3.077667141,-1.615067363,-0.373670886,2.76,-1.8,-4.666666667,0
6,-6,-6,0.366998578,0.27880121,-0.881012658,0.3,-2.4,-3.333333333,0
-6,-6,-6,0.336273115,-0.232609293,-0.282531646,-1.98,-3.6,-0.666666667,1
-6,-6,-6,2.524608819,0.107231235,1.114936709,0.3,-5.4,-4.666666667,0
-6,-6,-6,0.967852063,-1.044267253,-2.715949367,-1.14,-5.4,-3.333333333,0
-6,6,-0.461538462,-1.363869132,2.294748419,-0.486075949,-2.16,-3.6,-6,0
-6,-6,-6,-3.159601707,0.582348089,1.370126582,0.42,-3.6,-4.666666667,0
-6,-6,-6,1.217069701,2.24525708,0.063797468,-0.42,-4.8,-3.333333333,0
-6,-6,-6,0.343100996,2.301347264,0.161012658,1.98,-2.4,-3.333333333,0
-6,-6,-6,-1.780369844,1.568875447,1.379240506,0.18,-3.6,-6,0
-6,-6,-6,0.913229018,-1.298322794,0.671392405,0.06,-3.6,-2,0
-6,-6,-6,-0.216785206,-0.813307671,-0.762531646,0.42,-4.8,-4.666666667,0
-6,-6,-6,-1.384352774,-0.687929612,-2.071898734,-0.6,-2.4,-6,0
-6,-6,-6,-1.72916074,0.915589772,-0.343291139,1.08,-5.4,-4.666666667,0
-6,-6,-6,3.801422475,1.205938961,-1.397468354,0.6,-3.6,-4.666666667,1
-6,-6,-6,0.817638691,0.790211713,0.039493671,-1.02,-3,-6,0
-6,-6,-6,2.452916074,-0.315094858,2.032405063,-1.74,-4.2,-4.666666667,0
-6,-6,-6,-0.588904694,3.723398405,-1.558481013,3.96,-4.2,-6,0
-6,6,3,-0.510384068,-2.063788837,-1.506835443,0.18,-4.2,-2,0
-6,6,1.153846154,-1.954480797,2.509210888,-0.343291139,-0.6,-2.4,-4.666666667,0
-6,-6,-6,0.179231863,0.21611218,-0.659240506,-0.06,-3.6,3.333333333,0
-6,6,3.230769231,-1.210241821,2.103381908,-2.606582278,0.66,-2.4,-4.666666667,0
6,-6,-6,-0.517211949,0.664833654,0.735189873,-0.72,-4.8,-4.666666667,1
-6,-6,-6,-2.179800853,0.522958482,3.198987342,0.06,-3,-4.666666667,0
-6,-6,-6,-1.886201991,-0.183117954,1.837974684,0.3,-3,-6,0
-6,-6,-6,-0.66401138,-2.182568051,3.612151899,-1.92,-3.6,-4.666666667,0
-6,-6,-6,2.275391181,-0.674731922,-1.673924051,-2.76,-4.8,-4.666666667,0
-6,-6,-6,0.090469417,0.028045092,1.637468354,0.48,-4.8,-4.666666667,0
-6,-6,-6,2.831863442,0.27880121,1.509873418,0.84,-4.8,-4.666666667,1
-6,6,-1.846153846,-1.756472262,0.470167721,2.810126582,-1.68,-4.2,-4.666666667,0
-6,-6,-6,-2.760170697,4.419576574,-0.501265823,0.48,-2.4,-6,0
-6,-6,-6,0.213371266,0.60874347,0.346329114,2.04,-4.2,-0.666666667,0
-6,-6,-6,-0.469416785,3.175694254,0,-0.54,-3.6,-4.666666667,0
-6,-6,-6,0.029018492,1.311520484,-0.370632911,-0.36,-5.4,-6,0
-6,-6,-6,0.786913229,0.720923838,-0.619746835,3.12,-4.8,-0.666666667,0
6,6,0.461538462,-0.67083926,0.92548804,-0.227848101,0.84,-3.6,-6,0
-6,-6,-6,-0.858605974,-1.136651086,-0.738227848,-0.3,-3,-4.666666667,0
-6,-6,-6,0.769843528,4.036843552,-2.005063291,-0.48,-3,-3.333333333,0
-6,-6,-6,0.455761024,0.539455595,2.512405063,-4.68,-1.8,-4.666666667,0
-6,-6,-6,-0.643527738,0.460269453,-0.501265823,-0.72,-4.8,-4.666666667,0
-6,-6,-6,-3.712660028,1.3577124,1.184810127,0.72,-4.8,-4.666666667,0
-6,-6,-6,2.920625889,-0.971679956,-2.34835443,0.3,-4.8,-6,0
-6,-6,-6,-1.387766714,0.103931812,-1.531139241,2.82,-3,-2,0
6,-6,-6,-2.855761024,-0.62194116,-1.950379747,-0.18,0.6,-3.333333333,0
-6,-6,-6,-0.076813656,-0.447071762,-1.798481013,-1.32,-3,-4.666666667,0
6,-6,-6,-0.66401138,2.558702227,-1.63443038,-1.02,-1.8,0.666666667,0
-6,-6,-6,3.378093883,-2.060489414,3.019746835,-0.36,0,-4.666666667,0
-6,-6,-6,2.353911807,-2.489414352,-0.078987342,0.3,-5.4,-3.333333333,1
6,-6,-6,0.26799431,-1.060764366,-1.892658228,1.08,-3.6,-6,0
-6,-6,-6,-0.295305832,1.354412978,-0.534683544,0.96,-4.2,0.666666667,0
-6,-6,-6,0.046088193,1.196040693,-0.416202532,1.62,-3,-2,0
-6,-6,-6,1.435561878,-1.394006049,0.917468354,0.96,-4.2,-6,0
-6,-6,-6,-1.094167852,1.291723948,-2.69164557,-0.84,-5.4,-3.333333333,0
-6,-6,-6,0.315789474,4.749518834,-3.40556962,2.76,-4.8,-4.666666667,0
-6,6,-0.692307692,2.043243243,-0.136926038,-1.786329114,0.78,-3,-4.666666667,0
6,-6,-6,3.06401138,-2.050591147,-0.838481013,2.88,-2.4,-3.333333333,1
-6,-6,-6,5.33769559,-1.017871872,2.439493671,0.78,-4.2,-4.666666667,1
6,6,-1.153846154,1.626742532,0.374484465,0.871898734,-1.38,-3,-2,0
-6,-6,-6,-0.414793741,1.829529832,-0.343291139,1.38,-3,-6,0
-6,-6,-6,0.486486486,-1.33131702,0.586329114,3.54,-4.2,-2,0
-6,-6,-6,-0.752773826,-0.252405829,1.361012658,2.46,-4.2,-4.666666667,0
-6,-6,-6,-0.52745377,1.58537256,-0.370632911,-0.78,0.6,-3.333333333,0
-6,6,-3.230769231,-2.091038407,-0.222711026,-2.576202532,-1.32,-3,-6,0
-6,-6,-6,-1.189758179,1.176244157,-2.245063291,2.16,-3.6,-2,0
-6,-6,-6,-0.250924609,-1.931811933,-1.063291139,-3.24,-3.6,-2,0
-6,-6,-6,-0.848364154,0.301897168,0.792911392,-1.02,-3.6,0.666666667,1
-6,-6,-6,2.708961593,3.136101182,0.881012658,0.36,-4.8,-6,1
-6,-6,-6,-0.742532006,3.251580973,0.470886076,-0.84,-4.8,2,0
-6,-6,-6,-2.773826458,0.328292549,-0.039493671,3,-3,-4.666666667,0
-6,-6,-6,-1.391180654,-0.753918064,-0.826329114,0.66,3,-4.666666667,0
-6,-6,-6,3.794594595,2.604894144,-1.834936709,1.56,-2.4,-6,1
-6,-6,-6,-0.353342817,3.241682706,-2.299746835,0.24,-0.6,-4.666666667,0
-6,-6,-6,1.578947368,1.123453396,0.200506329,-1.08,-3,-2,1
6,-6,-6,1.162446657,-0.53285675,0.990379747,-0.78,-2.4,-6,0
-6,6,1.153846154,-0.595732575,-0.582348089,-0.145822785,1.5,-4.2,-3.333333333,0
-6,-6,-6,2.613371266,2.043992301,2.64,-0.48,-4.8,-4.666666667,1
-6,-6,-6,2.722617354,1.403904317,3.639493671,1.62,-3.6,-4.666666667,1
-6,-6,-6,-2.52802276,1.364311246,-0.467848101,-1.62,-4.2,-2,0
-6,-6,-6,1.780369844,1.215837228,0.780759494,2.52,-3,-2,0
-6,-6,-6,0.315789474,-2.48611493,-0.917468354,1.2,-4.8,-6,0
-6,-6,-6,-1.145376956,-0.559252131,-0.419240506,-1.74,-3.6,-4.666666667,0
-6,-6,-6,-1.220483642,-0.235908716,1.853164557,1.98,-3.6,-4.666666667,0
-6,-6,-6,-0.623044097,2.964531207,-1.801518987,0.42,-2.4,-3.333333333,0
-6,-6,-6,2.108108108,1.034368985,-0.103291139,0.06,-4.2,-6,0
-6,-6,-6,-0.384068279,-2.360736871,0.19443038,-0.12,-4.8,-4.666666667,0
-6,6,-3.692307692,0.510384068,-0.136926038,-0.917468354,1.68,-4.8,-6,0
-6,-6,-6,1.357041252,-0.361286775,-0.826329114,0.18,-4.2,-4.666666667,0
-6,6,-3.230769231,-1.906685633,1.842727523,-0.300759494,3.96,-4.8,-4.666666667,0
6,-6,-6,0.715220484,0.935386307,-0.72,-1.32,-5.4,-0.666666667,1
-6,-6,-6,1.875960171,0.753918064,-1.686075949,-0.78,-4.2,-3.333333333,0
-6,-6,-6,-1.517496444,2.014297498,2.469873418,-0.9,-4.8,-3.333333333,0
-6,-6,-6,-0.291891892,-1.341215287,1.63443038,-2.34,-2.4,-2,0
-6,-6,-6,1.589189189,-0.265603519,3.028860759,-2.58,-4.8,-6,1
-6,-6,-6,0.780085349,5.528182568,0.735189873,-1.62,-2.4,-3.333333333,1
-6,-6,-6,-1.240967283,1.384107781,1.44,-3.24,-4.2,-4.666666667,0
-6,-6,-6,-1.548221906,1.2554303,-3.445063291,-0.12,-4.2,-3.333333333,0
